Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto (CPC),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2015"",""2015"",""ha"",""26000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2016"",""2016"",""ha"",""19000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2017"",""2017"",""ha"",""18827"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2018"",""2018"",""ha"",""19100"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2019"",""2019"",""ha"",""35632"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2020"",""2020"",""ha"",""32906"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01704"",""Lentejas secas"",""2021"",""2021"",""ha"",""28207"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2010"",""2010"",""100 g/ha"",""13889"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2011"",""2011"",""100 g/ha"",""13953"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2012"",""2012"",""100 g/ha"",""13939"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2013"",""2013"",""100 g/ha"",""13934"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2014"",""2014"",""100 g/ha"",""13902"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2015"",""2015"",""100 g/ha"",""13077"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2016"",""2016"",""100 g/ha"",""11579"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2017"",""2017"",""100 g/ha"",""10623"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2018"",""2018"",""100 g/ha"",""9741"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2019"",""2019"",""100 g/ha"",""5403"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2020"",""2020"",""100 g/ha"",""10477"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01704"",""Lentejas secas"",""2021"",""2021"",""100 g/ha"",""7164"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2010"",""2010"",""toneladas"",""20000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2011"",""2011"",""toneladas"",""24000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2012"",""2012"",""toneladas"",""23000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2013"",""2013"",""toneladas"",""17000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2014"",""2014"",""toneladas"",""28500"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2015"",""2015"",""toneladas"",""34000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2016"",""2016"",""toneladas"",""22000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2017"",""2017"",""toneladas"",""20000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2018"",""2018"",""toneladas"",""18605"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2019"",""2019"",""toneladas"",""19252"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2020"",""2020"",""toneladas"",""34476"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01704"",""Lentejas secas"",""2021"",""2021"",""toneladas"",""20207"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2010"",""2010"",""ha"",""43575"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2011"",""2011"",""ha"",""48628"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2012"",""2012"",""ha"",""46794"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2013"",""2013"",""ha"",""41000"",""T"",""Cifra no oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2014"",""2014"",""ha"",""29756"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2015"",""2015"",""ha"",""50616"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2016"",""2016"",""ha"",""51926"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2017"",""2017"",""ha"",""53744"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2018"",""2018"",""ha"",""57665"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2019"",""2019"",""ha"",""50437"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2020"",""2020"",""ha"",""34681"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01322"",""Limones y limas"",""2021"",""2021"",""ha"",""41011"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2010"",""2010"",""100 g/ha"",""255508"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2011"",""2011"",""100 g/ha"",""361181"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2012"",""2012"",""100 g/ha"",""311166"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2013"",""2013"",""100 g/ha"",""362430"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2014"",""2014"",""100 g/ha"",""320574"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2015"",""2015"",""100 g/ha"",""308520"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2016"",""2016"",""100 g/ha"",""323217"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2017"",""2017"",""100 g/ha"",""311849"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2018"",""2018"",""100 g/ha"",""344993"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2019"",""2019"",""100 g/ha"",""332374"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2020"",""2020"",""100 g/ha"",""331592"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01322"",""Limones y limas"",""2021"",""2021"",""100 g/ha"",""336012"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2010"",""2010"",""toneladas"",""1113375"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2011"",""2011"",""toneladas"",""1756351"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2012"",""2012"",""toneladas"",""1456069"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2013"",""2013"",""toneladas"",""1485963"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2014"",""2014"",""toneladas"",""953890"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2015"",""2015"",""toneladas"",""1561606"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2016"",""2016"",""toneladas"",""1678337"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2017"",""2017"",""toneladas"",""1676000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2018"",""2018"",""toneladas"",""1989400"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2019"",""2019"",""toneladas"",""1676403"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2020"",""2020"",""toneladas"",""1150000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01322"",""Limones y limas"",""2021"",""2021"",""toneladas"",""1378020.98"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2010"",""2010"",""ha"",""25600"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2011"",""2011"",""ha"",""16630"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2012"",""2012"",""ha"",""14600"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2013"",""2013"",""ha"",""17900"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2014"",""2014"",""ha"",""14700"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2015"",""2015"",""ha"",""17000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2016"",""2016"",""ha"",""13000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2017"",""2017"",""ha"",""12400"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2018"",""2018"",""ha"",""14246"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2019"",""2019"",""ha"",""9046"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2020"",""2020"",""ha"",""14246"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01441"",""Linaza"",""2021"",""2021"",""ha"",""11061"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2010"",""2010"",""100 g/ha"",""12566"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2011"",""2011"",""100 g/ha"",""12862"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2012"",""2012"",""100 g/ha"",""11692"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2013"",""2013"",""100 g/ha"",""11413"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2014"",""2014"",""100 g/ha"",""11738"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2015"",""2015"",""100 g/ha"",""11815"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2016"",""2016"",""100 g/ha"",""12777"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2017"",""2017"",""100 g/ha"",""10948"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2018"",""2018"",""100 g/ha"",""13699"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2019"",""2019"",""100 g/ha"",""10999"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2020"",""2020"",""100 g/ha"",""13699"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01441"",""Linaza"",""2021"",""2021"",""100 g/ha"",""11173"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2010"",""2010"",""toneladas"",""32170"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2011"",""2011"",""toneladas"",""21390"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2012"",""2012"",""toneladas"",""17070"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2013"",""2013"",""toneladas"",""20430"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2014"",""2014"",""toneladas"",""17255"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2015"",""2015"",""toneladas"",""20085"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2016"",""2016"",""toneladas"",""16610"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2017"",""2017"",""toneladas"",""13575"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2018"",""2018"",""toneladas"",""19515"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2019"",""2019"",""toneladas"",""9950"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2020"",""2020"",""toneladas"",""19515"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01441"",""Linaza"",""2021"",""2021"",""toneladas"",""12358"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2010"",""2010"",""ha"",""2977"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2011"",""2011"",""ha"",""3035"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2012"",""2012"",""ha"",""3000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2013"",""2013"",""ha"",""3000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2014"",""2014"",""ha"",""2900"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2015"",""2015"",""ha"",""2864"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2016"",""2016"",""ha"",""2921"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2017"",""2017"",""ha"",""3002"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2018"",""2018"",""ha"",""2951"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2019"",""2019"",""ha"",""2929"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2020"",""2020"",""ha"",""2916"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""26190.01"",""Lino, procesado pero sin hilar"",""2021"",""2021"",""ha"",""2904"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2010"",""2010"",""100 g/ha"",""7974"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2011"",""2011"",""100 g/ha"",""8168"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2012"",""2012"",""100 g/ha"",""8667"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2013"",""2013"",""100 g/ha"",""9000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2014"",""2014"",""100 g/ha"",""8856"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2015"",""2015"",""100 g/ha"",""8654"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2016"",""2016"",""100 g/ha"",""8839"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2017"",""2017"",""100 g/ha"",""8471"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2018"",""2018"",""100 g/ha"",""9022"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2019"",""2019"",""100 g/ha"",""8861"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2020"",""2020"",""100 g/ha"",""8916"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""26190.01"",""Lino, procesado pero sin hilar"",""2021"",""2021"",""100 g/ha"",""9021"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2010"",""2010"",""toneladas"",""2373.45"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2011"",""2011"",""toneladas"",""2478.63"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2012"",""2012"",""toneladas"",""2600"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2013"",""2013"",""toneladas"",""2700"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2014"",""2014"",""toneladas"",""2568.28"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2015"",""2015"",""toneladas"",""2478.23"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2016"",""2016"",""toneladas"",""2582.17"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2017"",""2017"",""toneladas"",""2542.89"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2018"",""2018"",""toneladas"",""2662.07"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2019"",""2019"",""toneladas"",""2595.71"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2020"",""2020"",""toneladas"",""2600.23"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""26190.01"",""Lino, procesado pero sin hilar"",""2021"",""2021"",""toneladas"",""2619.34"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""0112"",""Maíz"",""2010"",""2010"",""ha"",""2904035"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""0112"",""Maíz"",""2011"",""2011"",""ha"",""3747838"",""A"",""Cifra oficial"""
